name;stars;review_count;categories
The Farmers' Cabinet;3.5;444;American (New), Gastropubs, Bars, Nightlife, Food, Restaurants
Kimberly Boutique;4.0;24;Shopping, Accessories, Women's Clothing, Fashion
Drexel Recreation Center;3.5;23;Recreation Centers, Active Life, Weight Loss Centers, Health & Medical, Fitness & Instruction, Nutritionists, Massage Therapy, Gyms, Physical Therapy, Sports Clubs
Lumpy Magee's Grub & Pub;3.5;15;Restaurants, Pubs, Nightlife, Bars
The Thirsty Soul;3.5;54;Nightlife, Restaurants, Cocktail Bars, Bars, Breakfast & Brunch, Southern
Bella Medspa;3.5;27;Health & Medical, Skin Care, Hair Removal, Massage Therapy, Acupuncture, Medical Spas, Laser Hair Removal, Beauty & Spas
Sueep Cleaning;4.5;9;Home Services, Home Cleaning, Office Cleaning, Professional Services
Waffles & Wedges;4.0;126;Comfort Food, Breakfast & Brunch, Food, Desserts, Restaurants, American (New), American (Traditional), Gluten-Free
Ross Dress for Less;3.0;8;Men's Clothing, Department Stores, Discount Store, Shopping, Women's Clothing, Fashion, Home Decor, Home & Garden
B-Tan Tanning Salon Port Richmond;5.0;5;Beauty & Spas, Tanning Beds, Tanning, Spray Tanning
The Lofts at 1835 Arch;4.0;5;Real Estate, Home Services, Apartments
Fat Salmon;4.5;1089;Restaurants, Sushi Bars, Japanese
Wawa;3.0;19;Sandwiches, Gas Stations, Convenience Stores, Food, Coffee & Tea, Restaurants, Automotive
Handcraft Workshop;5.0;12;Specialty Schools, Education, Fabric Stores, Arts & Crafts, Shopping
Ochatto Hot Pot;3.5;70;Restaurants, Hot Pot, Chinese
Covered Beauty Hair Studio;3.0;7;Beauty & Spas, Hair Salons
The Duke Barber;2.5;26;Beauty & Spas, Barbers
Talking Headz;4.5;166;Beauty & Spas, Waxing, Hair Removal, Hair Salons
Todaro's Locksmith;5.0;17;Home Services, Auto Repair, Keys & Locksmiths, Automotive
Renzo Gracie Philly;4.5;9;Martial Arts, Active Life, Gymnastics, Fitness & Instruction, Amateur Sports Teams, Gyms
RadioShack;3.5;7;Shopping, Electronics, Hobby Shops, Mobile Phones
Awakenings Pole Dance Fitness;4.0;13;Dance Clubs, Specialty Schools, Nightlife, Dance Studios, Aerial Fitness, Yoga, Pole Dancing Classes, Education, Fitness & Instruction, Active Life
Main Street Music;4.5;45;Music & DVDs, Shopping, Books, Mags, Music & Video
HD Nail Salon & Spa I and II;2.5;8;Beauty & Spas, Nail Salons
Jean's Nails;3.0;47;Nail Salons, Beauty & Spas
2637brew;4.0;121;Nightlife, Cocktail Bars, Restaurants, American (Traditional), Bars, Breakfast & Brunch
The House Doctor Plumbing;3.5;7;Local Services, Home Services, Contractors, Drywall Installation & Repair, Excavation Services, Flooring, Hydro-jetting, Plumbing
Museum of the American Revolution;4.0;156;Arts & Entertainment, Museums
Shaban Kabab & Curry;3.0;43;Pizza, Restaurants, Indian, Pakistani
First Wok;3.0;12;Chinese, Restaurants
Cafe De Laos;3.5;54;Food, Ethnic Food, Restaurants, Specialty Food, Thai
Sunoco A Plus Mini Market;1.5;9;Gas Stations, Specialty Food, Food, Automotive, Ethnic Food, Convenience Stores
America's Best Contacts & Eyeglasses;4.0;6;Doctors, Health & Medical, Eyewear & Opticians, Optometrists, Ophthalmologists, Shopping
Wendy's;1.5;34;Burgers, Restaurants, Fast Food
Italian Express;3.5;47;Pizza, Sandwiches, Italian, Restaurants
Krispy Krunchy Chicken;3.0;5;Breakfast & Brunch, Chicken Wings, American (New), Restaurants
Charlie's Pub;4.0;41;Delis, Restaurants, American (Traditional), Pubs, Nightlife, Lounges, Bars
Grubaholics;4.0;17;Ethnic Food, Food, Specialty Food, Food Trucks
Oui;4.5;44;Bakeries, Coffee & Tea, Desserts, Food
Philly Pretzel Factory;3.0;16;Pretzels, Food, Restaurants, Bakeries, Hot Dogs
Dominican Beauty Salon II;4.0;10;Hair Salons, Beauty & Spas
US Post Office;1.5;12;Post Offices, Public Services & Government, Local Services, Shipping Centers
American Apparel;3.0;39;Men's Clothing, Fashion, Shopping, Women's Clothing, Accessories
Little Lodge;3.5;7;Chinese, Restaurants
Elmwood Auto Repair;4.5;6;Automotive, Auto Repair
CenterSpace Pilates;5.0;7;Fitness & Instruction, Trainers, Active Life, Pilates
Ants Pants on 4th;4.5;75;Coffee & Tea, Restaurants, Breakfast & Brunch, Food
Francis J Smithgall, DMD;5.0;5;Dentists, Health & Medical, General Dentistry
Joe Hand Boxing Gym;5.0;6;Active Life, Local Services, Community Service/Non-Profit, Fitness & Instruction, Boxing, Gyms
The Mأ¼tter Museum;4.0;777;Arts & Entertainment, Museums, Local Flavor
Castle Roxx;3.5;27;Nightlife, Sports Bars, Bars, Pubs, Dive Bars
Salon Masaya;5.0;15;Waxing, Hair Removal, Men's Hair Salons, Beauty & Spas, Barbers, Blow Dry/Out Services, Hair Extensions, Hair Stylists, Hair Salons
Quick Stop 1;3.0;14;Grocery, Food, Convenience Stores
myDoc Urgent Care;3.0;26;Urgent Care, Diagnostic Services, Laboratory Testing, Emergency Rooms, Health & Medical
Hoagie Factory;4.0;29;Restaurants, Delis
Moonstruck Restaurant;4.0;72;Pizza, Italian, Restaurants
Tuck Hing;4.5;6;Food, Grocery
Old City T Shirts and Souvenirs;5.0;74;Children's Clothing, Local Flavor, Screen Printing/T-Shirt Printing, Women's Clothing, Flowers & Gifts, Printing Services, Fashion, Gift Shops, Local Services, Men's Clothing, Souvenir Shops, Shopping, Discount Store
Chic Nails & Spa;4.0;106;Hair Removal, Massage, Nail Salons, Waxing, Beauty & Spas
Pour The Core Hard Cider Festival;3.5;14;Arts & Entertainment, Beer, Wine & Spirits, Food, Festivals
The French Bakery;4.0;26;Bakeries, Food, Restaurants
University City Associates;3.0;26;Home Services, Real Estate, University Housing, Apartments, Property Management, Colleges & Universities, Education, Real Estate Services
sweetgreen;4.0;35;Vegetarian, Salad, Restaurants, Soup
US Post Office;2.5;5;Post Offices, Local Services, Public Services & Government, Shipping Centers
Tasty Donuts;4.5;6;Donuts, Restaurants, Coffee & Tea, Food
South Bowl;3.5;249;American (Traditional), Bars, Nightlife, Restaurants, American (New), Sports Bars, Active Life, Bowling, Pizza
Stanton Custom Cleaners;5.0;52;Dry Cleaning & Laundry, Local Services, Laundry Services, Sewing & Alterations
Il Cantuccio;3.5;84;Italian, Restaurants, Food
Reserve;3.0;39;Restaurants, Lounges, American (New), Nightlife, Bars, Seafood, Food, Steakhouses
For Eyes;4.0;65;Optometrists, Shopping, Eyewear & Opticians, Health & Medical
Atomic Tangerine Film Co.;5.0;6;Video/Film Production, Professional Services, Event Planning & Services
Chestnut St. Cafe;4.5;34;Food, Bubble Tea, Restaurants, Sandwiches, Vietnamese, Cafes
The Blind Pig;4.0;216;Pubs, American (New), American (Traditional), Food, Restaurants, Nightlife, Beer, Wine & Spirits, Bars
Lake Blue Gourmet Market;3.5;14;Restaurants, Convenience Stores, Sandwiches, Food, Specialty Food, Grocery
Uptown BBQ and Grill;2.5;24;Barbeque, Restaurants
Four Seasons Roofing & Siding;4.5;20;Siding, Roofing, Home Services
Evans Pest Control;4.5;74;Pest Control, Home Services, Gardeners, Local Services
Laundry On The Wheels;4.5;9;Dry Cleaning, Laundry Services, Local Services
Siam Lotus;4.0;10;Restaurants, Thai
Rec & Royal;4.0;17;Bars, Karaoke, Dance Clubs, Nightlife, Venues & Event Spaces, Event Planning & Services
Springfield Beer Distributor;4.0;16;Beer, Wine & Spirits, Food
Interior Concepts;2.0;5;Fashion, Leather Goods, Furniture Stores, Home & Garden, Shopping
The Sample Rack;4.5;83;Shopping, Bridal
Shirt Corner Plus;3.5;6;Men's Clothing, Fashion, Leather Goods, Shopping
Disguiser Party Game Lounge;4.0;11;Food, Arts & Entertainment, Bubble Tea, Arcades, Social Clubs
McCrossen's Tavern;4.0;293;Nightlife, Restaurants, Gastropubs, Bars, Pubs, American (Traditional)
Su Xing House;4.0;417;Kosher, Chinese, Restaurants, Vegetarian, Vegan
Bonchon University City;3.0;95;Asian Fusion, Korean, Restaurants, Chicken Wings
941 Theater;4.5;19;Music Venues, Nightlife, Active Life, Cinema, Arts & Entertainment
Chick-A-Boom;4.0;15;Chicken Shop, Restaurants
Tapestry;4.0;74;Nightlife, Bars, Gastropubs, Restaurants, Pubs
A & A Nail Salon;2.5;25;Nail Salons, Beauty & Spas
Laos Cafe;5.0;16;Thai, Restaurants, Laotian
Tony Roni's Pizza Roxborough;3.5;91;Pizza, Food, Italian, Restaurants, Event Planning & Services, Caterers, Cheesesteaks
Salhani Auto Service & Sales;4.5;36;Oil Change Stations, Used Car Dealers, Automotive, Auto Repair, Car Inspectors, Car Dealers
Hyatt Centric Center City Philadelphia;4.0;29;Hotels, Event Planning & Services, Venues & Event Spaces, Hotels & Travel
UPS Customer Center;1.5;175;Shipping Centers, Local Services, Couriers & Delivery Services
Breathe SFS;3.0;32;Gyms, Fitness & Instruction, Hair Salons, Day Spas, Active Life, Beauty & Spas
Shake Shack;3.5;66;American (Traditional), Restaurants, Fast Food, Burgers
Lemon Hill Mansion;3.0;5;Landmarks & Historical Buildings, Public Services & Government
Sun Myst Tanning Spa;4.0;81;Beauty & Spas, Hair Removal, Waxing, Eyelash Service, Tanning
Lowe's Home Improvement;2.0;32;Hardware Stores, Fashion, Home & Garden, Flooring, Furniture Stores, Shopping, Department Stores, Home Services, Local Services, Appliances, Appliances & Repair, Building Supplies, Nurseries & Gardening
Fashionably Ever After;3.5;5;Fashion, Children's Clothing, Shopping
What U Need;4.0;5;Auto Repair, Body Shops, Towing, Automotive
Alan D Halpern DDS;4.0;9;Oral Surgeons, Health & Medical, Dentists, Cosmetic Dentists, General Dentistry
Dew's Deli;5.0;16;Restaurants, Delis
U-Haul Moving & Storage of Roxborough;1.5;14;Automotive, Home Services, Self Storage, Truck Rental, Propane, Movers, Local Services
McDonald's;2.0;13;Food, Burgers, Restaurants, Fast Food, Coffee & Tea
Champagne Cafe;2.5;23;American (Traditional), Cafes, Restaurants
Clark Park;4.5;71;Local Flavor, Parks, Active Life
Mike & Matt's Italian Market;4.5;14;Food, Grocery, Meat Shops, Specialty Food, Restaurants, Delis
AFC Urgent Care South Philadelphia;3.5;96;Health & Medical, Hospitals, Urgent Care, Medical Centers, Family Practice, Doctors, Walk-in Clinics
Salon Ricochet;4.5;68;Hair Salons, Beauty & Spas
El Coqui Panaderia;4.0;46;Delis, Bakeries, Caterers, Event Planning & Services, Restaurants, Spanish, Food, Puerto Rican, Caribbean
Vandele Design;4.0;29;Home Services, Contractors, Painters, Local Services, Interior Design
Property Recovery 911;4.5;5;Carpet Cleaning, Grout Services, Air Duct Cleaning, Damage Restoration, Home Services, Local Services
Hawthorn Suites By Wyndham Philadelphia Airport;2.0;57;Event Planning & Services, Hotels & Travel, Hotels
Paratha Roll;3.0;15;Fast Food, Specialty Food, Indian, Food, Ethnic Food, Restaurants
Noir Restaurant & Bar;4.0;154;Restaurants, American (Traditional), Salad, Pubs, Nightlife, Bars, Italian
Quigley Construction;5.0;5;Contractors, Home Services
Express Gas & Super Soft Car Wash;3.5;7;Automotive, Car Wash
Maya J;4.5;53;Tapas/Small Plates, Bars, Nightlife, Restaurants, Cocktail Bars, American (Traditional)
Philly Muscle Tees;5.0;6;Sports Wear, Shopping, Trophy Shops, Fashion, Sporting Goods
Jansen;4.5;139;American (New), Restaurants
Roof Gurus;2.0;9;Roofing, Home Services, Siding
All In Time;4.0;5;Home Decor, Watches, Shopping, Watch Repair, Jewelry, Home & Garden, Local Services
Ross Dress for Less;1.5;12;Accessories, Home Decor, Department Stores, Women's Clothing, Fashion, Shopping, Home & Garden, Discount Store, Men's Clothing
Olde City Tattoo;3.5;77;Beauty & Spas, Tattoo
The Galley;5.0;8;Irish Pub, Restaurants, American (Traditional), Polish, Sports Bars, Chicken Wings, Irish, Nightlife, Bars, Local Flavor
Luminosity;4.5;14;Spray Tanning, Tanning, Beauty & Spas, Teeth Whitening
Fuji Mountain;4.0;475;Restaurants, Karaoke, Bars, Nightlife, Japanese, Sushi Bars
Super Fresh;3.5;46;Shopping, Food, Drugstores, Grocery
Original 13 Ciderworks;4.5;65;American (Traditional), Food, Restaurants, Bars, Pubs, American (New), Gluten-Free, Nightlife, Cideries
Applebee's Grill + Bar;2.5;61;Nightlife, Restaurants, Steakhouses, Bars, Sports Bars, American (Traditional), Burgers
Skinner's Dry Goods Tavern;4.0;25;Nightlife, Pubs, Bars
ALDI;3.5;11;Grocery, Specialty Food, Discount Store, Food, Fruits & Veggies, Beer, Wine & Spirits, Organic Stores, Shopping, Meat Shops
McDonald's;1.0;27;Fast Food, Coffee & Tea, Burgers, Restaurants, Food
Saladworks;2.0;19;Soup, American (Traditional), Salad, Food, Restaurants, Sandwiches, Do-It-Yourself Food, Vegetarian, Fast Food
Mango Mango Dessert;4.0;234;Food, Desserts, Shaved Ice, Waffles, Restaurants
Pretoria Salon & Spa;4.5;34;Beauty & Spas, Eyelash Service, Hair Salons, Nail Salons
Ming River Side Walk House;3.5;26;Specialty Food, Food, Ethnic Food, Imported Food, Restaurants, Chinese, Noodles
Philadelphia Federal Credit Union;2.5;19;Financial Services, Banks & Credit Unions
Di Bruno Bros.;4.0;105;Specialty Food, American (New), Food, Beer Bar, Cheese Shops, Bars, Nightlife, Restaurants, Coffee & Tea, Meat Shops
Giggles Gifts;4.0;5;Flowers & Gifts, Gift Shops, Jewelry, Shopping
House of Thai Cuisine;4.5;266;Restaurants, Thai
CVS Pharmacy;2.0;16;Health & Medical, Convenience Stores, Pharmacy, Food, Shopping, Drugstores
Crown Chicken and Grill;3.0;6;Restaurants, Chicken Wings
Tim's of Philadelphia;4.0;6;Hair Salons, Beauty & Spas, Barbers, Nail Salons
Wendy's;2.0;16;Burgers, Fast Food, Restaurants
Ritual Shoppe ;4.0;18;Used, Vintage & Consignment, Home Decor, Fashion, Art Galleries, Accessories, Spiritual Shop, Shopping, Arts & Entertainment, Home & Garden, Candle Stores, Jewelry, Women's Clothing
Jeff Cold Beer;4.0;8;Beer, Wine & Spirits, Food, Local Flavor
Lee's Hoagie House;3.5;49;Restaurants, Sandwiches
Rejuve Nail & Skin Day Spa;3.0;46;Beauty & Spas, Skin Care, Nail Salons, Massage
DELIcious Bites;3.5;37;Food, Sandwiches, Restaurants, Convenience Stores, Delis
McDonald's;1.0;30;Fast Food, Restaurants, Burgers, Coffee & Tea, Food
High End Car Stereo and Performance;4.5;45;Auto Repair, Automotive, Car Stereo Installation, Auto Glass Services, Auto Detailing, Auto Customization
Nineteen 26;3.0;16;American (New), Restaurants
Nail & Hair Spa Bar;3.5;30;Makeup Artists, Beauty & Spas, Nail Salons, Skin Care, Hair Salons, Waxing, Day Spas, Hair Removal
Univest Bank and Trust Co.;2.0;9;Banks & Credit Unions, Financial Services
Mayfair Express Lube;5.0;5;Auto Repair, Automotive
Baked;4.5;56;Home Services, Spray Tanning, Teeth Whitening, Beauty & Spas, Tanning, Skin Care, Eyelash Service
Modell's Sporting Goods;2.5;6;Shopping, Sporting Goods
Merritt Massage and Yoga;5.0;7;Reiki, Yoga, Active Life, Massage Therapy, Beauty & Spas, Massage, Fitness & Instruction, Health & Medical
Dolce Carini;4.0;132;Food, Restaurants, Food Delivery Services, Italian, Pizza
Value Kia;1.5;43;Auto Parts & Supplies, Auto Repair, Car Dealers, Automotive
Umai Umai;4.5;488;Japanese, Sushi Bars, Asian Fusion, Restaurants
Denise's Soul Food Restaurant;4.0;11;Food Stands, Food, Restaurants, Soul Food, Caribbean, Food Trucks
Nutmeg Cake Design;5.0;12;Food, Desserts, Bakeries, Cupcakes
AAA  South Philadelphia;3.0;10;Financial Services, Travel Services, Insurance, Automotive, Hotels & Travel, Towing
Waxing The City;4.5;27;Hair Removal, Waxing, Beauty & Spas
T cafe;4.5;59;Bakeries, Desserts, Bubble Tea, Coffee & Tea, Restaurants, Breakfast & Brunch, Food
Barristers Bar & Grille;3.5;5;Sports Bars, Nightlife, Restaurants, Bars, Pubs, Burgers
Star Pizza;3.5;7;Restaurants, Pizza
Mvp Nail Salon;4.0;6;Nail Salons, Beauty & Spas
Main Garden Chinese Restaurant;3.5;8;Chinese, Restaurants
Tague Lumber Building Materials Distribution;2.5;5;Home Services, Building Supplies
US Post Office;2.5;6;Post Offices, Public Services & Government, Shipping Centers, Local Services
Domino's Pizza;1.5;31;Restaurants, Pizza, Chicken Wings, Sandwiches
The Market Tavern;3.5;9;Nightlife, Bars, American (Traditional), Irish Pub, Pubs, Beer, Wine & Spirits, Restaurants, Food
China House II;2.0;7;Restaurants, Chinese
IHOP;2.0;59;American (Traditional), Burgers, Diners, Breakfast & Brunch, Restaurants, American (New)
Plan-it EJ;4.5;25;Shopping, Contractors, Local Services, Home Services, Bridal, Interior Design, Sewing & Alterations
Bliss Juices And Ice Cream;3.5;15;Food, Ice Cream & Frozen Yogurt, Desserts, Juice Bars & Smoothies
Cafe Hindh;4.0;6;Indian, Restaurants
South Garden;3.5;70;Restaurants, Chinese
Scratch Biscuits;3.0;121;Bakeries, American (Traditional), Fast Food, Breakfast & Brunch, Food, Restaurants, Southern, Sandwiches, Comfort Food
Tea Do;4.0;35;Coffee & Tea, Juice Bars & Smoothies, Food, Fast Food, Restaurants, Bubble Tea
Philadelphia Marriott Downtown;3.0;595;Event Planning & Services, Hotels & Travel, Venues & Event Spaces, Hotels, Restaurants
Cambria Hotel Philadelphia Downtown Center City;3.5;84;Hotels, Event Planning & Services, Hotels & Travel
Almaz Cafe;4.0;381;Ethiopian, Imported Food, Restaurants, Coffee & Tea, American (Traditional), Ethnic Food, Specialty Food, Food
Station Bar & Grill;3.5;58;Bars, Arts & Entertainment, Nightlife, Sports Bars, Restaurants, American (Traditional), Gastropubs, Music Venues
P & S Ravioli;3.5;5;Food
GLO Aesthetics;3.5;17;Health & Medical, Doctors, Beauty & Spas, Medical Spas
Green Village Cleaners;2.0;26;Laundry Services, Dry Cleaning & Laundry, Local Services, Home Services
Blaze Pizza;4.5;89;Pizza, Gluten-Free, Restaurants, Salad, Fast Food
Gachi Sushi and Noodle;3.5;48;Restaurants, Japanese, Sushi Bars, Noodles
Somerton Animal Hospital;4.5;16;Pets, Veterinarians
Writer's Block Rehab;4.0;182;Lounges, Bars, Restaurants, Nightlife, Cafes, Cocktail Bars
Ballroom Bliss;5.0;44;Active Life, Fitness & Instruction, Dance Studios, Wedding Planning, Event Planning & Services
Joe's Steaks + Soda Shop;4.0;392;Restaurants, Ice Cream & Frozen Yogurt, Cheesesteaks, Food, Sandwiches, American (Traditional)
University of Pennsylvania Bookstore;3.5;49;Shopping, Books, Mags, Music & Video, Bookstores
Taste of Mogul;3.5;5;Indian, Restaurants
Gardendale Social Club;4.0;11;Bars, Lounges, Nightlife
Campus Copy Center;3.5;51;Couriers & Delivery Services, Shipping Centers, Printing Services, Local Services, Professional Services, Graphic Design
Garden's Pizza;3.0;27;Restaurants, Pizza
Lil' Pop Shop;4.5;285;Food, Ice Cream & Frozen Yogurt, Desserts
Viet Bistro;4.5;14;Sandwiches, Vietnamese, Restaurants, Soup, Noodles
The  Parlour;4.5;94;Waxing, Beauty & Spas, Hair Removal, Skin Care, Hair Salons
Mashwa;4.0;25;Mexican, Mediterranean, Restaurants
PA Nail Salon and Spa;3.0;30;Nail Salons, Beauty & Spas
Chi Mac;4.5;22;Specialty Food, Pizza, Ethnic Food, Asian Fusion, Korean, Restaurants, Food
Sergeant York;4.0;25;Nightlife, American (Traditional), Restaurants, Bars
Delilah's At The Terminal;3.0;105;Restaurants, Food, Barbeque, Soul Food, Ethnic Food, Specialty Food
Amis Trattoria;4.0;762;Wine Bars, Tapas/Small Plates, Nightlife, Restaurants, Italian, Cocktail Bars, Pizza, Bars
Tall Ships Festival;2.0;15;Festivals, Arts & Entertainment
Mondo Dei Dolci;4.0;54;Food, Bakeries, Restaurants, Coffee & Tea, Cafes, Breakfast & Brunch
El Rancho Viejo;5.0;110;Restaurants, Mexican
Travelex Currency Services;2.0;5;Financial Services, Hotels & Travel, Currency Exchange, Travel Services
